Date,Open,High,Low,Close,Volume,Adj Close
2014-02-28,22942.96,22986.70,22709.52,22836.96,1897300600,22836.96
2014-02-27,22465.96,22866.23,22432.48,22828.18,1957977600,22828.18
2014-02-26,22297.62,22502.96,22258.89,22437.44,1750025200,22437.44
2014-02-25,22498.42,22518.84,22259.76,22317.20,1538384200,22317.20
2014-02-24,22576.35,22576.35,22260.13,22388.56,1709106200,22388.56
2014-02-21,22617.63,22633.29,22442.39,22568.24,1678803800,22568.24
2014-02-20,22595.91,22742.72,22297.85,22394.08,2691551800,22394.08
2014-02-19,22600.60,22708.40,22534.19,22664.52,1145877400,22664.52
2014-02-18,22535.20,22592.36,22437.38,22587.72,961510000,22587.72
2014-02-17,22463.40,22585.68,22463.40,22535.94,1043804900,22535.94
2014-02-14,22382.72,22412.74,22243.77,22298.41,1142733000,22298.41
2014-02-13,22297.70,22297.70,22098.20,22165.53,1431843900,22165.53
2014-02-12,22057.70,22308.25,22010.56,22285.79,1964148800,22285.79
2014-02-11,21623.79,22025.58,21623.79,21962.98,2004766000,21962.98
2014-02-10,21646.75,21687.84,21524.81,21579.26,1718083400,21579.26
2014-02-07,21498.09,21703.69,21480.09,21636.85,1698091200,21636.85
2014-02-06,21320.91,21440.40,21277.01,21423.13,1589901600,21423.13
2014-02-05,21564.88,21564.88,21197.78,21269.38,1939803200,21269.38
2014-02-04,21561.70,21609.59,21388.61,21397.77,2480445000,21397.77
2014-01-30,21827.33,22052.16,21746.23,22035.42,1537678000,22035.42
2014-01-29,22111.63,22222.70,22109.93,22141.61,1878771200,22141.61
2014-01-28,22012.51,22022.14,21892.20,21960.64,1832642400,21960.64
2014-01-27,22019.10,22044.23,21880.73,21976.10,2355490000,21976.10
2014-01-24,22522.44,22659.72,22435.72,22450.06,2004069200,22450.06
2014-01-23,23082.01,23093.85,22722.58,22733.90,1933806600,22733.90
2014-01-22,22954.77,23119.61,22913.66,23082.25,1768083800,23082.25
2014-01-21,23040.84,23139.65,22986.47,23033.12,1767000800,23033.12
2014-01-20,23048.13,23089.24,22884.62,22928.95,1588586200,22928.95
2014-01-17,22898.48,23263.42,22849.10,23133.35,1725930000,23133.35
2014-01-16,23085.14,23085.14,22936.74,22986.41,1373020300,22986.41
2014-01-15,22985.78,23010.07,22826.98,22902.00,1116090600,22902.00
2014-01-14,22637.55,22883.00,22637.55,22791.28,1165354600,22791.28
2014-01-13,23046.41,23067.33,22762.24,22888.76,1247407800,22888.76
2014-01-10,22735.93,22932.21,22726.84,22846.25,1495208000,22846.25
2014-01-09,22925.23,23044.97,22709.03,22787.33,1710496000,22787.33
2014-01-08,22834.81,23031.19,22778.83,22996.59,2201299800,22996.59
2014-01-07,22689.25,22802.85,22644.58,22712.78,1733385800,22712.78
2014-01-06,22732.83,22757.45,22567.77,22684.15,1650597100,22684.15
2014-01-03,23097.98,23097.98,22782.42,22817.28,1994801200,22817.28
2014-01-02,23452.76,23469.33,23173.93,23340.05,1042215400,23340.05
2013-12-31,23328.44,23361.34,23271.80,23306.39,674177100,23306.39
2013-12-30,23353.54,23369.37,23178.28,23244.87,1000190800,23244.87
2013-12-27,23138.91,23283.31,23130.86,23243.24,850151200,23243.24
2013-12-24,23045.64,23194.63,23026.10,23179.55,801470000,23179.55
2013-12-23,22946.55,23005.92,22862.89,22921.56,1094500300,22921.56
2013-12-20,22904.18,22936.92,22713.70,22812.18,2123556800,22812.18
2013-12-19,23404.45,23404.45,22753.30,22888.75,1958325000,22888.75
2013-12-18,23076.54,23240.71,22993.54,23143.82,1295395100,23143.82
2013-12-17,23281.38,23281.38,23040.60,23069.23,1411284400,23069.23
2013-12-16,23138.28,23204.63,22999.76,23114.66,1333076000,23114.66
2013-12-13,23080.19,23331.53,23017.34,23245.96,1522556000,23245.96
2013-12-12,23265.13,23327.44,23160.90,23218.12,1713492800,23218.12
2013-12-11,23686.80,23693.51,23295.14,23338.24,1903525800,23338.24
2013-12-10,23799.45,23810.94,23707.76,23744.19,1030689800,23744.19
2013-12-09,23970.00,23970.00,23775.01,23811.17,1294590800,23811.17
2013-12-06,23620.31,23812.89,23614.20,23743.10,1705820400,23743.10
2013-12-05,23634.09,23728.90,23563.21,23712.57,1204080200,23712.57
2013-12-04,23719.60,23846.84,23603.02,23728.70,1523707900,23728.70
2013-12-03,23887.77,23975.76,23833.25,23910.47,1337937500,23910.47
2013-12-02,23936.15,24111.55,23844.24,24038.55,1386380400,24038.55
2013-11-29,23862.38,23912.29,23809.71,23881.29,880337300,23881.29
2013-11-28,23934.94,24014.81,23734.54,23789.09,1333799400,23789.09
2013-11-27,23653.95,23856.92,23649.80,23806.35,1588937200,23806.35
2013-11-26,23675.37,23751.86,23659.98,23681.28,1505522100,23681.28
2013-11-25,23829.97,23829.97,23673.53,23684.45,1513617400,23684.45
2013-11-22,23752.28,23764.41,23641.20,23696.28,1689620800,23696.28
2013-11-21,23661.42,23661.42,23508.79,23580.29,1620640500,23580.29
2013-11-20,23774.31,23843.80,23690.81,23700.86,1932690000,23700.86
2013-11-19,23834.52,23856.90,23620.28,23657.81,2973659200,23657.81
2013-11-18,23397.73,23706.68,23390.66,23660.06,3971448000,23660.06
2013-11-15,22749.60,23050.35,22749.60,23032.15,2032598800,23032.15
2013-11-14,22673.32,22691.67,22529.33,22649.15,1252607400,22649.15
2013-11-13,22665.91,22665.91,22463.40,22463.83,2049895400,22463.83
2013-11-12,23051.76,23084.88,22857.26,22901.41,1114214800,22901.41
2013-11-11,22781.99,23124.30,22688.41,23069.85,1338415000,23069.85
2013-11-08,22713.00,22813.76,22686.57,22744.39,1167359000,22744.39
2013-11-07,23023.73,23023.73,22819.65,22881.03,1084952200,22881.03
2013-11-06,23042.11,23119.04,22954.70,23036.94,1299946400,23036.94
2013-11-05,23313.61,23313.61,22949.42,23038.95,1194252900,23038.95
2013-11-04,23322.07,23345.93,23165.06,23189.62,1033387800,23189.62
