Date,Open,High,Low,Close,Volume,Adj Close
2014-1-20,1991.25,2054.39,1991.25,2054.39,0,2054.39
2014-1-13,2009.56,2026.84,2004.95,2004.95,0,2004.95
2014-1-6,2045.71,2047.32,2013.3,2013.3,0,2013.3
2013-12-30,2097.53,2115.98,2083.14,2083.14,0,2083.14
2013-12-23,2089.71,2106.35,2073.1,2101.25,0,2101.25
2013-12-16,2160.86,2160.86,2084.79,2084.79,0,2084.79
2013-12-9,2238.2,2238.2,2196.07,2196.07,0,2196.07
2013-12-2,2207.37,2251.76,2207.37,2237.11,0,2237.11
2013-11-25,2186.11,2220.5,2183.07,2220.5,0,2220.5
2013-11-18,2197.22,2206.61,2193.12,2196.38,0,2196.38
2013-11-11,2109.47,2135.83,2087.94,2135.83,0,2135.83
2013-11-4,2149.63,2157.24,2106.13,2106.13,0,2106.13
2013-10-28,2133.87,2160.46,2128.86,2149.56,0,2149.56
2013-10-21,2229.24,2229.24,2132.96,2132.96,0,2132.96
2013-10-14,2237.77,2237.77,2188.54,2193.78,0,2193.78
2013-9-30,2174.67,2228.15,2174.67,2228.15,0,2228.15
2013-9-23,2221.04,2221.04,2155.81,2160.03,0,2160.03
2013-9-16,2231.4,2231.4,2185.56,2191.85,0,2191.85
2013-9-9,2212.52,2255.6,2212.52,2236.22,0,2236.22
2013-9-2,2098.45,2139.99,2098.45,2139.99,0,2139.99
2013-8-26,2096.47,2103.57,2096.47,2098.38,0,2098.38
2013-8-19,2085.6,2085.6,2057.46,2057.46,0,2057.46
2013-8-12,2101.28,2106.16,2068.45,2068.45,0,2068.45
2013-8-5,2050.48,2060.5,2044.9,2052.24,0,2052.24
2013-7-29,1976.31,2029.42,1976.31,2029.42,0,2029.42
2013-7-22,2004.76,2021.17,2004.76,2010.85,0,2010.85
2013-7-17,2044.92,2044.92,1992.65,1992.65,0,1992.65
2013-7-1,1995.24,2007.2,1994.27,2007.2,0,2007.2
2013-6-24,1963.23,1979.21,1950.01,1979.21,0,1979.21
2013-6-17,2156.22,2159.29,2073.09,2073.09,0,2073.09
2013-6-13,2148.35,2162.04,2148.35,2162.04,0,2162.04
2013-6-3,2299.25,2299.25,2210.9,2210.9,0,2210.9
2013-5-27,2293.08,2324.02,2293.08,2300.59,0,2300.59
2013-5-20,2299.99,2305.11,2275.67,2288.53,0,2288.53
